Unnamed: 0_x,uuid,age,age_group,gender,dem_has_children,country,country_code,Unnamed: 0_y,rural,Unnamed: 0_x,question_bbi_2016wave4_basicincome_awareness,question_bbi_2016wave4_basicincome_vote,question_bbi_2016wave4_basicincome_effect,question_bbi_2016wave4_basicincome_argumentsfor,question_bbi_2016wave4_basicincome_argumentsagainst,dem_education_level,dem_full_time_job,normalized_job_code,Unnamed: 0_y,job_name
6564,75ccd330-da51-0133-bf64-0a81e8b09a82,45 years old,40_65,Male,yes,Italy,IT,6564,urban,6564,I have heard just a little about it,I would vote for it,‰Û_ spend more time with my family,It creates more equality of opportunity,Only the people who need it most should get something from the state,low,yes,16b67d7f57698455aefbc1ae1b358b50,20,database engineer
6565,5f17eba0-d9ac-0133-8b02-0a81e8b09a82,40 years old,40_65,Male,yes,Italy,IT,6565,Non-Rural,6565,I have never heard of it,I would not vote,‰Û_ do more volunteering work,It reduces bureaucracy and administrative expenses | It encourages financial independence and self-responsibility,It is against the principle of linking merit and reward | It might encourage people to stop working,low,yes,a50d1f4be063829950e6ddb02c91379f,135,database programmer
6566,9fb03670-dcc8-0133-f03e-0a81e8b09a82,1998,14_25,Female,no,Italy,IT,6566,Non-Rural,6566,I have heard just a little about it,I would vote for it,‰Û_ spend more time with my family,It reduces anxiety about financing basic needs | It creates more equality of opportunity,It might encourage people to stop working | Foreigners might come to my country and take advantage of the benefit | It increases dependence on the state,low,no,,0,
6567,fa4b26c0-de6b-0133-754d-0a81e8b09a82,45 years old,40_65,Female,yes,Italy,IT,6567,Non-Rural,6567,I know something about it,I would vote against it,A basic income would not affect my work choices,None of the above,It might encourage people to stop working | It is against the principle of linking merit and reward | It is impossible to finance | It increases dependence on the state | Foreigners might come to my country and take advantage of the benefit,medium,yes,d24ffac92c24fb0e7bd1abc5fc3b6254,60,data manager
6568,bd0cd590-dbcd-0133-fa32-0a81e8b09a82,45 years old,40_65,Female,yes,Italy,IT,6568,Non-Rural,6568,I have heard just a little about it,I would vote against it,‰Û_ spend more time with my family,It creates more equality of opportunity,It might encourage people to stop working,high,yes,8a7a3f1bce0958ae9f090683e5a925b7,65,data scientist
6569,d015e790-dea9-0133-49b4-0a81e8b09a82,50 years old,40_65,Female,yes,Italy,IT,6569,urban,6569,I have never heard of it,I would not vote,None of the above,None of the above,None of the above,no,no,,0,
6570,fa631530-dbaa-0133-c753-0a81e8b09a82,44 years old,40_65,Female,no,Italy,IT,6570,city,6570,I know something about it,I would probably vote for it,A basic income would not affect my work choices,It encourages financial independence and self-responsibility,It is impossible to finance | Only the people who need it most should get something from the state,medium,yes,d71c4164c99a5f9bca773e755a72f40f,6,geographic information systems database administrator gis database administrator
6571,d677ec20-dad2-0133-4b75-0a81e8b09a82,63 years old,40_65,Male,yes,Italy,IT,6571,urban,6571,I understand it fully,I would vote for it,A basic income would not affect my work choices,It creates more equality of opportunity,None of the above,medium,no,,0,
6572,b065eb20-d987-0133-3ebd-0a81e8b09a82,47 years old,40_65,Male,yes,Italy,IT,6572,urban,6572,I know something about it,I would vote for it,A basic income would not affect my work choices,It creates more equality of opportunity | It encourages financial independence and self-responsibility,It is impossible to finance | Foreigners might come to my country and take advantage of the benefit,high,yes,477b53ef09d37f098d5ed74f47fcbaec,34,data base design analyst
6573,b6f2dec0-d969-0133-7988-0a81e8b09a82,35 years old,26_39,Male,no,Italy,IT,6573,Non-Rural,6573,I have never heard of it,I would vote against it,‰Û_ spend more time with my family,None of the above,Only the people who need it most should get something from the state,low,yes,499f9d9b6722342608656559b15abd90,64,clinical data associate
6574,1bf2cce0-d99a-0133-1a99-0a81e8b09a82,40 years old,40_65,Male,no,Italy,IT,6574,urban,6574,I know something about it,I would probably vote for it,A basic income would not affect my work choices,It encourages financial independence and self-responsibility | It creates more equality of opportunity | It reduces anxiety about financing basic needs,Foreigners might come to my country and take advantage of the benefit | It might encourage people to stop working | It is against the principle of linking merit and reward | It is impossible to finance,high,yes,d24ffac92c24fb0e7bd1abc5fc3b6254,60,data manager
6575,0a765130-d8d4-0133-6190-0a81e8b09a82,2000,14_25,Male,no,Italy,IT,6575,urban,6575,I have heard just a little about it,I would probably vote against it,‰Û_ work as a freelancer,"It increases solidarity, because it is funded by everyone | It reduces anxiety about financing basic needs | It creates more equality of opportunity",Only the people who need it most should get something from the state | It is impossible to finance | It increases dependence on the state,low,no,,0,
6576,0e9ff050-d8be-0133-0d8e-0a81e8b09a82,1994,juvenile,Male,no,Italy,IT,6576,rural,6576,I have heard just a little about it,I would vote for it,‰Û_ gain additional skills,It reduces anxiety about financing basic needs | It creates more equality of opportunity | It encourages financial independence and self-responsibility,It is impossible to finance | It might encourage people to stop working,high,yes,cc2b26cc436bea36bda3bdd7367c411a,17,data processing auditor
6577,3dad5d90-da7c-0133-8d39-0a81e8b09a82,42 years old,40_65,Male,no,Italy,IT,6577,rural,6577,I understand it fully,I would vote against it,‰Û_ work less,None of the above,It is against the principle of linking merit and reward | It is impossible to finance,no,yes,e55556364d2096578fd153e9800e826f,59,database consultant
6578,1579c9c0-da0f-0133-fcd3-0a81e8b09a82,34 years old,26_39,Female,yes,Italy,IT,6578,urban,6578,I have heard just a little about it,I would probably vote for it,‰Û_ look for a different job,It encourages financial independence and self-responsibility,Foreigners might come to my country and take advantage of the benefit,high,no,,0,
6579,c9770690-d8d0-0133-57f3-0a81e8b09a82,2002,14_25,Female,no,Italy,IT,6579,Non-Rural,6579,I have never heard of it,I would probably vote for it,A basic income would not affect my work choices,"It increases solidarity, because it is funded by everyone | It reduces bureaucracy and administrative expenses",Foreigners might come to my country and take advantage of the benefit | Only the people who need it most should get something from the state,low,no,,0,
6580,5342eb90-d8d8-0133-9049-0a81e8b09a82,58 years old,40_65,Female,yes,Italy,IT,6580,urban,6580,I have heard just a little about it,I would probably vote against it,‰Û_ stop working,None of the above,It might encourage people to stop working | Foreigners might come to my country and take advantage of the benefit | Only the people who need it most should get something from the state,low,no,,0,
6581,21d4aa80-d961-0133-7ddc-0a81e8b09a82,40 years old,40_65,Male,yes,Italy,IT,6581,Non-Rural,6581,I know something about it,I would probably vote for it,A basic income would not affect my work choices,It increases appreciation for household work and volunteering,It is impossible to finance,high,yes,f05d2014d4a9adaab50fa1e0ca6f6c8c,93,naval tactical data systemcombat information center watch officer carrier controlled approach controller
6582,0bbbd280-d952-0133-6734-0a81e8b09a82,31 years old,26_39,Female,yes,Italy,IT,6582,rural,6582,I have heard just a little about it,I would vote against it,A basic income would not affect my work choices,None of the above,It increases dependence on the state,low,no,,0,
6583,5ac2b020-da3d-0133-c670-0a81e8b09a82,34 years old,26_39,Male,no,Italy,IT,6583,urban,6583,I understand it fully,I would vote for it,‰Û_ do more volunteering work,It reduces bureaucracy and administrative expenses | It reduces anxiety about financing basic needs,Foreigners might come to my country and take advantage of the benefit,medium,yes,5db2c8d6539f983e1ca3d7c5b939e190,22,database administration associate
6584,5131a730-d950-0133-5a4e-0a81e8b09a82,1991,14_25,Male,no,Italy,IT,6584,urban,6584,I have heard just a little about it,I would probably vote for it,‰Û_ spend more time with my family,It reduces bureaucracy and administrative expenses,It is against the principle of linking merit and reward,low,no,,0,
6585,0ec68a10-db25-0133-4eda-0a81e8b09a82,1987,26_39,Female,yes,Italy,IT,6585,Non-Rural,6585,I have heard just a little about it,I would vote for it,‰Û_ spend more time with my family,"It increases solidarity, because it is funded by everyone | It encourages financial independence and self-responsibility | It creates more equality of opportunity | It increases appreciation for household work and volunteering",Foreigners might come to my country and take advantage of the benefit,low,yes,16b67d7f57698455aefbc1ae1b358b50,20,database engineer
6586,6a3dad60-dca0-0133-cff2-0a81e8b09a82,1994,14_25,Female,no,Italy,IT,6586,urban,6586,I have never heard of it,I would not vote,None of the above,It increases appreciation for household work and volunteering,It might encourage people to stop working | It is impossible to finance | Foreigners might come to my country and take advantage of the benefit,high,no,,0,
6587,e4381000-dad5-0133-3eb1-0a81e8b09a82,45 years old,40_65,Female,yes,Italy,IT,6587,urban,6587,I know something about it,I would probably vote against it,A basic income would not affect my work choices,None of the above,It is impossible to finance,medium,yes,a12a16280e22220f9354333f6fe1b22a,33,geographic information systems data administrator gis data administrator
6588,adb58910-dcd5-0133-4612-0a81e8b09a82,54 years old,40_65,Female,yes,Italy,IT,6588,urban,6588,I understand it fully,I would probably vote for it,‰Û_ work less,"It encourages financial independence and self-responsibility | It increases solidarity, because it is funded by everyone",Only the people who need it most should get something from the state,high,yes,41b2978a2c07c5f477e60f26372d6c85,70,database management system specialist dbms specialist
6589,37289a70-da77-0133-7868-0a81e8b09a82,49 years old,40_65,Male,yes,Italy,IT,6589,urban,6589,I know something about it,I would probably vote against it,A basic income would not affect my work choices,None of the above,It is against the principle of linking merit and reward | Only the people who need it most should get something from the state | Foreigners might come to my country and take advantage of the benefit,high,yes,861a9b9151e11362eb3c77ca914172d0,1,automatic data processing planner
